Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
10/11/17,171.95,172.78,171.4,172.74,11023310,0,1,171.95,172.78,171.4,172.74,11023310
10/10/17,173,173.2,170.8,171.59,11231234,0,1,173,173.2,170.8,171.59,11231234
10/9/17,172.7,174.88,172,172.5,14472612,0,1,172.7,174.88,172,172.5,14472612
10/6/17,170.25,172.37,169.75,172.23,12670089,0,1,170.25,172.37,169.75,172.23,12670089
10/5/17,169.18,171.31,168.6,171.24,14013869,0,1,169.18,171.31,168.6,171.24,14013869
10/4/17,169.83,170.67,168.29,168.42,11829323,0,1,169.83,170.67,168.29,168.42,11829323
10/3/17,169.3,170.73,169.2,169.96,8054219,0,1,169.3,170.73,169.2,169.96,8054219
10/2/17,171.39,171.87,168.75,169.47,13104304,0,1,171.39,171.87,168.75,169.47,13104304
9/29/17,168.83,171.66,168.81,170.81,15114619,0,1,168.83,171.66,168.81,170.81,15114619
9/28/17,167.94,169.0696,167.16,168.73,12084865,0,1,167.94,169.0696,167.16,168.73,12084865
9/27/17,165.9,168.34,165.57,167.68,18963276,0,1,165.9,168.34,165.57,167.68,18963276
9/26/17,164.5,165.5,162.78,164.21,22866403,0,1,164.5,165.5,162.78,164.21,22866403
9/25/17,169.24,169.3,161.56,162.87,40538994,0,1,169.24,169.3,161.56,162.87,40538994
9/22/17,170.21,171.73,169.22,170.54,11835708,0,1,170.21,171.73,169.22,170.54,11835708
9/21/17,171.69,172.27,170.01,171.11,11054545,0,1,171.69,172.27,170.01,171.11,11054545
9/20/17,172.5,173.05,170.7,172.17,11899057,0,1,172.5,173.05,170.7,172.17,11899057
9/19/17,170.62,172.56,170.36,172.52,12911661,0,1,170.62,172.56,170.36,172.52,12911661
9/18/17,171.99,172.07,169.34,170.01,12785437,0,1,171.99,172.07,169.34,170.01,12785437
9/15/17,170.88,172.34,170.26,171.58,15468473,0,1,170.88,172.34,170.26,171.58,15468473
9/14/17,172.26,172.28,170.5,170.96,15496424,0,1,172.26,172.28,170.5,170.96,15496424
9/13/17,173.01,173.17,172.06,173.05,8908633,0,1,173.01,173.17,172.06,173.05,8908633
9/12/17,173.76,174,171.75,172.96,11051768,0,1,173.76,174,171.75,172.96,11051768
9/11/17,172.4,173.89,172.2,173.51,12183568,0,1,172.4,173.89,172.2,173.51,12183568
9/8/17,173.09,173.49,170.8,170.95,10936358,0,1,173.09,173.49,170.8,170.95,10936358
